Library,Plate,Row,Col,CNAME,Name_Adduct,Jaclyn's Observations,Color Code,Library_Isomer,Formula,Monoisotopic_mass,HMDBID,KEGGID,Column,Adduct,KEGG_col_adduct,mz_lib,time_lib
Ken-IDX,1,D,10,XANTHINE,XANTHINE_M+Na,pass,g,,C5H4N4O2,152.0334,HMDB0000292,C00385,HILIC,M+Na,C00385_HILIC_M+Na,175.02262,118.00434
Ken-IDX,1,D,10,XANTHINE,XANTHINE_M+2Na-H,pass,g,,C5H4N4O2,152.0334,HMDB0000292,C00385,HILIC,M+2Na-H,C00385_HILIC_M+2Na-H,197.004564,116.911998
Ken-IDX,1,D,10,XANTHINE,XANTHINE_2M+H,pass,g,,C5H4N4O2,152.0334,HMDB0000292,C00385,HILIC,2M+H,C00385_HILIC_2M+H,305.074076,115.131
Ken-IDX,1,E,8,URIDINE,URIDINE_M+2H,signal is there but fail,y,,C9H12N2O6,244.0695,HMDB0000296,C00299,HILIC,M+2H,C00299_HILIC_M+2H,123.042026,165.184938
Ken-IDX,1,E,8,URIDINE,URIDINE_M+Na,poor peak shape,y,,C9H12N2O6,244.0695,HMDB0000296,C00299,HILIC,M+Na,C00299_HILIC_M+Na,267.05872,110.418
Ken-IDX,1,E,8,URIDINE,URIDINE_M+2Na-H,check weird peak shape,y,,C9H12N2O6,244.0695,HMDB0000296,C00299,HILIC,M+2Na-H,C00299_HILIC_M+2Na-H,289.040664,154.892136
Ken-IDX,2,F,6,XANTHOSINE,XANTHOSINE_M+H,pass,g,,C10H12N4O6,284.0757,HMDB0000299,C01762,HILIC,M+H,C01762_HILIC_M+H,285.082976,149.326986
Ken-IDX,2,D,4,UROCANATE,UROCANATE_M+H,pass,g,,C6H6N2O2,138.0429,HMDB0000301,C00785,HILIC,M+H,C00785_HILIC_M+H,139.050176,83.029482
Ken-IDX,5,C,4,TRYPTAMINE,TRYPTAMINE_M+H-NH3,pass,g,,C10H12N2,160.1,HMDB0000303,C00398,HILIC,M+H-NH3,C00398_HILIC_M+H-NH3,144.080727,85.876338
Ken-IDX,5,C,4,TRYPTAMINE,TRYPTAMINE_M+H,pass,g,,C10H12N2,160.1,HMDB0000303,C00398,HILIC,M+H,C00398_HILIC_M+H,161.107276,87.20142
Ken-IDX,5,A,6,TYRAMINE,TYRAMINE_M+H-H2O,poor peak shape,y,yes,C8H11NO,137.0841,HMDB0000306,C00483,HILIC,M+H-H2O,C00483_HILIC_M+H-H2O,120.080812,115.04955
Ken-IDX,5,A,6,TYRAMINE,TYRAMINE_M+H-NH3,structure possible,y,,C8H11NO,137.0841,HMDB0000306,C00483,HILIC,M+H-NH3,C00483_HILIC_M+H-NH3,121.064827,113.107944
GUTMLS,2,B,8,3-Hydroxy-3-methylglutarate,3-Hydroxy-3-methylglutarate_M+H-2H2O,pass,g,,C6H10O5,162.0528234,HMDB0000355,C03761,HILIC,M+H-2H2O,C03761_HILIC_M+H-2H2O,127.038421,49.4
Ken-IDX,2,E,8,3-HYDROXY-3-METHYLGLUTARATE,3-HYDROXY-3-METHYLGLUTARATE_M+2Na-H,pass,g,,C6H10O5,162.0528,HMDB0000355,C03761,HILIC,M+2Na-H,C03761_HILIC_M+2Na-H,207.023964,74.505
GUTMLS,1,A,5,3-Hydroxydodecanoic acid,3-Hydroxydodecanoic acid_M+H-2H2O,pass - early RT ,y,,C12H24O3,216.1725446,HMDB0000387,NA,HILIC,M+H-2H2O,NA_HILIC_M+H-2H2O,181.158142,47.2
GUTMLS,1,A,5,3-Hydroxydodecanoic acid,3-Hydroxydodecanoic acid_3M+H,pass - early RT ,y,,C12H24O3,216.1725446,HMDB0000387,NA,HILIC,3M+H,NA_HILIC_3M+H,649.52491,44.4
Ken-IDX,6,A,12,2-METHYLGLUTARIC ACID,2-METHYLGLUTARIC ACID_M+2Na-H,poor peak shape as expected,y,yes,C6H10O4,146.0579,HMDB0000422,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,191.029064,176.611992
GUTMLS,1,B,2,"3,4-Dihydroxyhydrocinnamic acid","3,4-Dihydroxyhydrocinnamic acid_M+Li",pass,g,,C9H10O4,182.0579088,HMDB0000423,C10447,HILIC,M+Li,C10447_HILIC_M+Li,189.073365,153.6
GUTMLS,1,B,2,"3,4-Dihydroxyhydrocinnamic acid","3,4-Dihydroxyhydrocinnamic acid_M+2ACN+H",pass - but diff RT,g,,C9H10O4,182.0579088,HMDB0000423,C10447,HILIC,M+2ACN+H,C10447_HILIC_M+2ACN+H,265.118279,76.4
GUTMLS,2,B,4,Citramalic acid,Citramalic acid_2M+K,pass - lots of O,g,,C5H8O5,148.0371734,HMDB0000426,C00815,HILIC,2M+K,C00815_HILIC_2M+K,335.037507,219.2
Ken-IDX,3,C,11,NALPHA-ACETYL-L-LYSINE,NALPHA-ACETYL-L-LYSINE_M+H-H2O,pass,g,,C8H16N2O3,188.1161,HMDB0000446,C12989,HILIC,M+H-H2O,C12989_HILIC_M+H-H2O,171.112812,179.078352
Ken-IDX,3,C,11,NALPHA-ACETYL-L-LYSINE,NALPHA-ACETYL-L-LYSINE_M+2Na-H,pass,g,,C8H16N2O3,188.1161,HMDB0000446,C12989,HILIC,M+2Na-H,C12989_HILIC_M+2Na-H,233.087264,177.49032
GUTMLS,2,FALSE,6,N-alpha-Acetyl-L-lysine,N-alpha-Acetyl-L-lysine_2M+K,pass but early RT and poor shape,y,,C8H16N2O3,188.1160924,HMDB0000446,C12989,HILIC,2M+K,C12989_HILIC_2M+K,415.195345,50.3
Ken-IDX,6,B,11,ADIPIC ACID,ADIPIC ACID_M+2Na-H,poor peak shape,y,yes,C6H10O4,146.0579,HMDB0000448,C06104,HILIC,M+2Na-H,C06104_HILIC_M+2Na-H,191.029064,176.611992
Ken-IDX,4,E,11,DL-5-HYDROXYLYSINE,DL-5-HYDROXYLYSINE_M+H-H2O,pass,g,,C6H14N2O3,162.1004,HMDB0000450,C16741,HILIC,M+H-H2O,C16741_HILIC_M+H-H2O,145.097112,208.038984
Ken-IDX,4,E,11,DL-5-HYDROXYLYSINE,DL-5-HYDROXYLYSINE_M+H,pass,g,,C6H14N2O3,162.1004,HMDB0000450,C16741,HILIC,M+H,C16741_HILIC_M+H,163.107676,213.564162
Ken-IDX,4,E,11,DL-5-HYDROXYLYSINE,DL-5-HYDROXYLYSINE_M+Na,pass,g,,C6H14N2O3,162.1004,HMDB0000450,C16741,HILIC,M+Na,C16741_HILIC_M+Na,185.08962,209.887002
GUTMLS,2,E,5,cis-4-hydroxycyclohexylacetic acid,cis-4-hydroxycyclohexylacetic acid_2M+NH4,pass,g,,C8H14O3,158.0942943,HMDB0000451,NA,HILIC,2M+NH4,NA_HILIC_2M+NH4,334.222419,88.8
Ken-IDX,2,B,5,ALLANTOIN,ALLANTOIN_M+H,poor peak shape,y,,C4H6N4O3,158.044,HMDB0000462,C01551,HILIC,M+H,C01551_HILIC_M+H,159.051276,132.011334
Ken-IDX,2,B,5,ALLANTOIN,ALLANTOIN_M+2Na-H,poor peak shape,y,,C4H6N4O3,158.044,HMDB0000462,C01551,HILIC,M+2Na-H,C01551_HILIC_M+2Na-H,203.015164,124.5195
GUTMLS,1,E,2,3-Methylindole,3-Methylindole_M+H-NH3,pass but poor peak shape and early elute,y,,C9H9N,131.0734993,HMDB0000466,C08313,HILIC,M+H-NH3,C08313_HILIC_M+H-NH3,115.054227,49
GUTMLS,1,E,2,3-Methylindole,3-Methylindole_M+H,pass but poor peak shape and early elute,y,,C9H9N,131.0734993,HMDB0000466,C08313,HILIC,M+H,C08313_HILIC_M+H,132.080775,49.5
Ken-IDX,7,A,6,CAPRYLIC ACID,CAPRYLIC ACID_M+K,pass,g,,C8H16O2,144.115,HMDB0000482,C06423,HILIC,M+K,C06423_HILIC_M+K,183.07816,167.722848
Ken-IDX,6,A,5,3-METHYL-2-OXOVALERIC ACID,3-METHYL-2-OXOVALERIC ACID_M+2Na-H,poor peak shape,y,yes,C6H10O3,130.063,HMDB0000491,C00671,HILIC,M+2Na-H,C00671_HILIC_M+2Na-H,175.034164,163.259838
Ken-IDX,2,A,2,ALPHA-AMINOADIPATE,ALPHA-AMINOADIPATE_M+H,pass,g,,C6H11NO4,161.0688,HMDB0000510,C00956,HILIC,M+H,C00956_HILIC_M+H,162.076076,180.94842
Ken-IDX,2,A,2,ALPHA-AMINOADIPATE,ALPHA-AMINOADIPATE_M+2Na-H,pass,g,yes,C6H11NO4,161.0688,HMDB0000510,C00956,HILIC,M+2Na-H,C00956_HILIC_M+2Na-H,206.039964,178.533252
Ken-IDX,5,C,11,N-ACETYL-L-PHENYLALANINE,N-ACETYL-L-PHENYLALANINE_M+H,poor peak shape and early elute,y,,C11H13NO3,207.0895,HMDB0000512,C03519,HILIC,M+H,C03519_HILIC_M+H,208.096776,53.8997556
Ken-IDX,2,E,12,L-ARGININE,L-ARGININE_M+2Na-H,pass,g,,C6H14N4O2,174.1117,HMDB0000517,C00062,HILIC,M+2Na-H,C00062_HILIC_M+2Na-H,219.082864,202.053252
Ken-IDX,2,H,1,N-ACETYLGLYCINE,N-ACETYLGLYCINE_M+2Na-H,pass,g,,C4H7NO3,117.0426,HMDB0000532,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,162.013764,80.352744
Ken-IDX,5,F,8,HEXANOATE,HEXANOATE_M+NH4,pass,g,yes,C6H12O2,116.0837,HMDB0000535,C01585,HILIC,M+NH4,C01585_HILIC_M+NH4,134.11753,111.570552
Ken-IDX,1,H,8,CREATININE,CREATININE_2M+H,poor peak shape,y,,C4H7N3O,113.0589,HMDB0000562,C00791,HILIC,2M+H,C00791_HILIC_2M+H,227.125076,162.443202
Ken-IDX,1,B,3,L-CYSTEINE,L-CYSTEINE_M+2Na-H,pass,g,,C3H7NO2S,121.0197,HMDB0000574,C00097,HILIC,M+2Na-H,C00097_HILIC_M+2Na-H,165.990864,2.05933416
Ken-IDX,2,F,3,HOMOCYSTINE,HOMOCYSTINE_M+H-2H2O,poor peak shape but structure likely,y,,C8H16N2O4S2,268.0551,HMDB0000575,C01817,HILIC,M+H-2H2O,C01817_HILIC_M+H-2H2O,233.040698,153.80832
Ken-IDX,2,F,3,HOMOCYSTINE,HOMOCYSTINE_M+H,pass,g,,C8H16N2O4S2,268.0551,HMDB0000575,C01817,HILIC,M+H,C01817_HILIC_M+H,269.062376,203.4435
Ken-IDX,2,F,3,HOMOCYSTINE,HOMOCYSTINE_M+Na,pass,g,,C8H16N2O4S2,268.0551,HMDB0000575,C01817,HILIC,M+Na,C01817_HILIC_M+Na,291.04432,202.02876
Ken-IDX,5,G,3,"3,5-DIIODO-L-THYRONINE","3,5-DIIODO-L-THYRONINE_M+H-2H2O",pass,g,,C15H13I2NO4,524.8934,HMDB0000582,NA,HILIC,M+H-2H2O,NA_HILIC_M+H-2H2O,489.878998,162.95883
Ken-IDX,4,H,3,D-GLUCOSAMINE 6-SULFATE,D-GLUCOSAMINE 6-SULFATE_M+H-H2O,pass,g,,C8H15NO9S,259.0362,HMDB0000592,C04132,HILIC,M+H-H2O,C04132_HILIC_M+H-H2O,242.032912,191.935002
Ken-IDX,4,H,3,D-GLUCOSAMINE 6-SULFATE,D-GLUCOSAMINE 6-SULFATE_M+H,pass,g,,C8H15NO9S,259.0362,HMDB0000592,C04132,HILIC,M+H,C04132_HILIC_M+H,260.043476,191.935002
Ken-IDX,4,G,9,VITAMIN B12,VITAMIN B12_M+2H,pass,g,,C63H88CoN14O14P,1354.5674,HMDB0000607,C02823,HILIC,M+2H,C02823_HILIC_M+2H,678.290976,180.859992
Ken-IDX,7,E,2,CHOLATE,CHOLATE_M+NH4,early elute,y,,C24H40O5,408.2876,HMDB0000619,C00695,HILIC,M+NH4,C00695_HILIC_M+NH4,426.32143,56.314212
Ken-IDX,1,B,10,CYTOSINE,CYTOSINE_M+H-NH3,pass,g,,C4H5N3O,111.0433,HMDB0000630,C00380,HILIC,M+H-NH3,C00380_HILIC_M+H-NH3,95.024027,147.372492
Ken-IDX,1,B,10,CYTOSINE,CYTOSINE_M+H,pass,g,,C4H5N3O,111.0433,HMDB0000630,C00380,HILIC,M+H,C00380_HILIC_M+H,112.050576,145.708278
GUTMLS,1,C,11,Deoxycholic acid glycine conjugate,Deoxycholic acid glycine conjugate_M+3ACN+2H,pass - poor peak shape as expected,g,yes,C26H43NO5,449.3141235,HMDB0000631,C05464,HILIC,M+3ACN+2H,C05464_HILIC_M+3ACN+2H,287.204159,76.7
GUTMLS,1,C,11,Deoxycholic acid glycine conjugate,Deoxycholic acid glycine conjugate_M+H-2H2O,pass - best adduct,g,,C26H43NO5,449.3141235,HMDB0000631,C05464,HILIC,M+H-2H2O,C05464_HILIC_M+H-2H2O,414.299721,61.7
GUTMLS,1,C,11,Deoxycholic acid glycine conjugate,Deoxycholic acid glycine conjugate_M-H2O+H,pass - best adduct,g,,C26H43NO5,449.3141235,HMDB0000631,C05464,HILIC,M-H2O+H,C05464_HILIC_M-H2O+H,432.310835,61.6
GUTMLS,1,C,11,Deoxycholic acid glycine conjugate,Deoxycholic acid glycine conjugate_M+H,pass,g,,C26H43NO5,449.3141235,HMDB0000631,C05464,HILIC,M+H,C05464_HILIC_M+H,450.3214,61.9
GUTMLS,2,FALSE,12,Chenodeoxycholic acid glycine conjugate,Chenodeoxycholic acid glycine conjugate_M+3ACN+2H,pass - poor peak shape as expected,g,yes,C26H43NO5,449.3141235,HMDB0000637,C05466,HILIC,M+3ACN+2H,C05466_HILIC_M+3ACN+2H,287.204159,76.7
Ken-IDX,1,A,2,L-GLUTAMINE,L-GLUTAMINE_M+2Na-H,pass,g,,C5H10N2O3,146.0691,HMDB0000641,C00064,HILIC,M+2Na-H,C00064_HILIC_M+2Na-H,191.040264,186.155436
Ken-IDX,3,B,7,ALPHA-D-GALACTOSE 1-PHOSPHATE,ALPHA-D-GALACTOSE 1-PHOSPHATE_M+Na,poor peak shape,y,yes,C6H13O9P,260.0297,HMDB0000645,C00446,HILIC,M+Na,C00446_HILIC_M+Na,283.01892,203.412138
GUTMLS,1,C,9,Decanoylcarnitine,Decanoylcarnitine_M+H,pass,g,,C17H33NO4,315.2409585,HMDB0000651,C03299,HILIC,M+H,C03299_HILIC_M+H,316.248234,63.7
Ken-IDX,6,F,3,D-FRUCTOSE,D-FRUCTOSE_M+NH4,early elute,y,yes,C6H12O6,180.0634,HMDB0000660,C02336,HILIC,M+NH4,C02336_HILIC_M+NH4,198.09723,57.2063364
Ken-IDX,3,H,4,GLUTARIC ACID,GLUTARIC ACID_M+NH4,pass,g,,C5H8O4,132.0423,HMDB0000661,C00489,HILIC,M+NH4,C00489_HILIC_M+NH4,150.07613,203.54868
Ken-IDX,3,F,11,INDOXYL SULFATE,INDOXYL SULFATE_M+NH4,signal there but fail,y,,C8H7NO4S,213.0096,HMDB0000682,NA,HILIC,M+NH4,NA_HILIC_M+NH4,231.04343,153.331704
Ken-IDX,1,A,9,L-KYNURENINE,L-KYNURENINE_M+H-NH3,pass,g,yes,C10H12N2O3,208.0848,HMDB0000684,C00328,HILIC,M+H-NH3,C00328_HILIC_M+H-NH3,192.065527,153.37788
Ken-IDX,2,D,5,KYNURENINE,KYNURENINE_M+H-NH3,pass,g,yes,C10H12N2O3,208.0848,HMDB0000684,C00328,HILIC,M+H-NH3,C00328_HILIC_M+H-NH3,192.065527,153.37788
Ken-IDX,1,A,9,L-KYNURENINE,L-KYNURENINE_M+H,pass,g,yes,C10H12N2O3,208.0848,HMDB0000684,C00328,HILIC,M+H,C00328_HILIC_M+H,209.092076,150.22788
Ken-IDX,2,D,5,KYNURENINE,KYNURENINE_M+H,pass,g,yes,C10H12N2O3,208.0848,HMDB0000684,C00328,HILIC,M+H,C00328_HILIC_M+H,209.092076,150.22788
GUTMLS,1,H,9,Isoursodeoxycholic acid,Isoursodeoxycholic acid_M+H-2H2O,pass,g,,C24H40O4,392.2926598,HMDB0000686,C17662,HILIC,M+H-2H2O,C17662_HILIC_M+H-2H2O,357.278258,70.8
GUTMLS,1,H,9,Isoursodeoxycholic acid,Isoursodeoxycholic acid_M-H2O+H,pass - coelute,g,,C24H40O4,392.2926598,HMDB0000686,C17662,HILIC,M-H2O+H,C17662_HILIC_M-H2O+H,375.289372,72.3
Ken-IDX,2,A,11,LEUCINE,LEUCINE_M+NH4,pass,g,,C6H13NO2,131.0946,HMDB0000687,C00123,HILIC,M+NH4,C00123_HILIC_M+NH4,149.12843,132.35121
GUTMLS,1,D,8,Isovalerylcarnitine,Isovalerylcarnitine_M+H+NH4,pass,g,,C12H23NO4,245.1627082,HMDB0000688,NA,HILIC,M+H+NH4,NA_HILIC_M+H+NH4,132.101907,151.7
GUTMLS,1,D,8,Isovalerylcarnitine,Isovalerylcarnitine_M+ACN+2H,pass,g,,C12H23NO4,245.1627082,HMDB0000688,NA,HILIC,M+ACN+2H,NA_HILIC_M+ACN+2H,144.101904,161
GUTMLS,1,D,8,Isovalerylcarnitine,Isovalerylcarnitine_M+H,pass,g,,C12H23NO4,245.1627082,HMDB0000688,NA,HILIC,M+H,NA_HILIC_M+H,246.169984,87.6
GUTMLS,2,G,1,Isocaproic acid,Isocaproic acid_M+ACN+H,pass but few scans,y,,C6H12O2,116.0837296,HMDB0000689,NA,HILIC,M+ACN+H,NA_HILIC_M+ACN+H,158.117553,61.7
Ken-IDX,6,D,2,4-METHYL-2-OXOVALERIC ACID,4-METHYL-2-OXOVALERIC ACID_M+2Na-H,poor peak shape,y,yes,C6H10O3,130.063,HMDB0000695,C00233,HILIC,M+2Na-H,C00233_HILIC_M+2Na-H,175.034164,163.259838
Ken-IDX,7,C,9,4-METHYL-2-OXO-PENTANOIC ACID,4-METHYL-2-OXO-PENTANOIC ACID_M+2Na-H,pass,g,yes -but different time,C6H10O3,130.063,HMDB0000695,C00233,HILIC,M+2Na-H,C00233_HILIC_M+2Na-H,175.034164,58.39062
GUTMLS,1,E,9,Lithocholic acid glycine conjugate,Lithocholic acid glycine conjugate_M+H+NH4,pass but early elute with high intensity,y,,C26H43NO4,433.3192089,HMDB0000698,C15557,HILIC,M+H+NH4,C15557_HILIC_M+H+NH4,226.180157,48
Ken-IDX,3,D,12,1-METHYLNICOTINAMIDE,1-METHYLNICOTINAMIDE_M+H,pass,g,,C7H8N2O,136.0642,HMDB0000699,C02918,HILIC,M+H,C02918_HILIC_M+H,137.071476,140.111148
Ken-IDX,5,B,9,Kynurenic acid,Kynurenic acid_M+H-H2O,pass,g,,C10H7NO3,189.0426,HMDB0000715,C01717,HILIC,M+H-H2O,C01717_HILIC_M+H-H2O,172.039312,129.643008
Ken-IDX,5,B,9,Kynurenic acid,Kynurenic acid_M+H,pass,g,,C10H7NO3,189.0426,HMDB0000715,C01717,HILIC,M+H,C01717_HILIC_M+H,190.049876,134.425692
Ken-IDX,5,B,9,Kynurenic acid,Kynurenic acid_M+NH4,pass,g,,C10H7NO3,189.0426,HMDB0000715,C01717,HILIC,M+NH4,C01717_HILIC_M+NH4,207.07643,60.681
Ken-IDX,5,B,9,Kynurenic acid,Kynurenic acid_M+Na,pass,g,,C10H7NO3,189.0426,HMDB0000715,C01717,HILIC,M+Na,C01717_HILIC_M+Na,212.03182,128.441004
Ken-IDX,7,B,11,TAUROLITHOCHOLATE,TAUROLITHOCHOLATE_M+NH4,early elute,y,,C26H45NO5S,483.3018,HMDB0000722,C02592,HILIC,M+NH4,C02592_HILIC_M+NH4,501.33563,59.142
Ken-IDX,2,F,1,4-HYDROXY-L-PROLINE,4-HYDROXY-L-PROLINE_M+H-NH3,strutucre unlikely????,y,,C5H9NO3,131.0582,HMDB0000725,C01157,HILIC,M+H-NH3,C01157_HILIC_M+H-NH3,115.038927,143.664
GUTMLS,1,H,3,Indoleacrylic acid,Indoleacrylic acid_M+H,likely fail but check peak shape,y,,C11H9NO2,187.0633285,HMDB0000734,NA,HILIC,M+H,NA_HILIC_M+H,188.070604,52.4
GUTMLS,1,H,3,Indoleacrylic acid,Indoleacrylic acid_M+NH4,likely fail but check peak shape,y,,C11H9NO2,187.0633285,HMDB0000734,NA,HILIC,M+NH4,NA_HILIC_M+NH4,205.097158,57.9
GUTMLS,1,D,7,Isobutyryl-L-carnitine,Isobutyryl-L-carnitine_M+H,pass,g,yes,C11H22NO4,231.1470582,HMDB0000736,NA,HILIC,M+H,NA_HILIC_M+H,232.154334,95.3
Ken-IDX,2,A,9,HOMOCYSTEINE,HOMOCYSTEINE_M+H,pass,g,,C4H9NO2S,135.0354,HMDB0000742,C00155,HILIC,M+H,C00155_HILIC_M+H,136.042676,203.51958
Ken-IDX,2,A,9,HOMOCYSTEINE,HOMOCYSTEINE_M+2Na-H,pass,g,,C4H9NO2S,135.0354,HMDB0000742,C00155,HILIC,M+2Na-H,C00155_HILIC_M+2Na-H,180.006564,211.28391
Ken-IDX,5,A,1,3-METHYGLUTARIC ACID,3-METHYGLUTARIC ACID_M+2Na-H,poor peak shape,y,yes,C6H10O4,146.0579,HMDB0000752,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,191.029064,176.611992
GUTMLS,1,E,8,Hyocholic acid,Hyocholic acid_M-H2O+H,pass but early elute with high intensity,y,,C24H40O5,408.2875744,HMDB0000760,NA,HILIC,M-H2O+H,NA_HILIC_M-H2O+H,391.284286,46.4
Ken-IDX,6,E,8,5-HYDROXYINDOLEACETATE,5-HYDROXYINDOLEACETATE_M+H-H2O,poor peak shape,y,,C10H9NO3,191.0582,HMDB0000763,C05635,HILIC,M+H-H2O,C05635_HILIC_M+H-H2O,174.054912,155.241564
GUTMLS,1,D,2,Hydrocinnamic acid,Hydrocinnamic acid_M+H-CH2O2,pass - poor peak shape but co-elutes,y,yes,C9H10O2,150.0680796,HMDB0000764,C05629,HILIC,M+H-CH2O2,C05629_HILIC_M+H-CH2O2,105.069877,49.5
GUTMLS,1,D,2,Hydrocinnamic acid,Hydrocinnamic acid_M-H2O+H,pass - poor peak shape but co-elutes,y,,C9H10O2,150.0680796,HMDB0000764,C05629,HILIC,M-H2O+H,C05629_HILIC_M-H2O+H,133.064791,49.4
Ken-IDX,3,G,8,N-ACETYL-L-ALANINE,N-ACETYL-L-ALANINE_M+H-H2O,pass,g,yes -but different time,C5H9NO3,131.0582,HMDB0000766,NA,HILIC,M+H-H2O,NA_HILIC_M+H-H2O,114.054912,79.372296
Ken-IDX,3,G,8,N-ACETYL-L-ALANINE,N-ACETYL-L-ALANINE_M+2Na-H,pass,g,,C5H9NO3,131.0582,HMDB0000766,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,176.029364,69.478668
GUTMLS,1,E,12,L-Octanoylcarnitine,L-Octanoylcarnitine_M+H,pass,g,,C15H30NO4,287.2096584,HMDB0000791,C02838,HILIC,M+H,C02838_HILIC_M+H,288.216934,70.2
Ken-IDX,5,G,12,PTERIN,PTERIN_M+H,pass,g,,C6H5N5O,163.0494,HMDB0000802,C00715,HILIC,M+H,C00715_HILIC_M+H,164.056676,115.097994
Ken-IDX,5,G,12,PTERIN,PTERIN_M+Na,pass,g,,C6H5N5O,163.0494,HMDB0000802,C00715,HILIC,M+Na,C00715_HILIC_M+Na,186.03862,116.30199
Ken-IDX,5,G,12,PTERIN,PTERIN_M+2Na-H,pass,g,,C6H5N5O,163.0494,HMDB0000802,C00715,HILIC,M+2Na-H,C00715_HILIC_M+2Na-H,208.020564,114.859998
Ken-IDX,2,H,2,N-ACETYL-L-ASPARTIC ACID,N-ACETYL-L-ASPARTIC ACID_M+2Na-H,pass,g,,C6H9NO5,175.0481,HMDB0000812,C01042,HILIC,M+2Na-H,C01042_HILIC_M+2Na-H,220.019264,100.608504
Ken-IDX,3,F,2,DL-NORMETANEPHRINE,DL-NORMETANEPHRINE_M+H-H2O,pass,g,,C9H13NO3,183.0895,HMDB0000819,C05589,HILIC,M+H-H2O,C05589_HILIC_M+H-H2O,166.086212,135.400074
Ken-IDX,3,F,2,DL-NORMETANEPHRINE,DL-NORMETANEPHRINE_M+H,pass,g,,C9H13NO3,183.0895,HMDB0000819,C05589,HILIC,M+H,C05589_HILIC_M+H,184.096776,135.681624
GUTMLS,1,E,11,Propionylcarnitine,Propionylcarnitine_M+H+NH4,pass,g,,C10H20NO4,217.1314081,HMDB0000824,C03017,HILIC,M+H+NH4,C03017_HILIC_M+H+NH4,118.086257,161.9
GUTMLS,1,E,11,Propionylcarnitine,Propionylcarnitine_M+ACN+2H,pass,g,,C10H20NO4,217.1314081,HMDB0000824,C03017,HILIC,M+ACN+2H,C03017_HILIC_M+ACN+2H,130.086254,200.3
GUTMLS,1,E,11,Propionylcarnitine,Propionylcarnitine_M+3ACN+2H,pass,g,,C10H20NO4,217.1314081,HMDB0000824,C03017,HILIC,M+3ACN+2H,C03017_HILIC_M+3ACN+2H,171.112801,64
GUTMLS,1,E,11,Propionylcarnitine,Propionylcarnitine_M+H,pass,g,,C10H20NO4,217.1314081,HMDB0000824,C03017,HILIC,M+H,C03017_HILIC_M+H,218.138684,108.4
Ken-IDX,5,G,10,2-QUINOLINECARBOXYLIC ACID,2-QUINOLINECARBOXYLIC ACID_M+NH4,two peaks ,y,,C10H7NO2,173.0477,HMDB0000842,C06325,HILIC,M+NH4,C06325_HILIC_M+NH4,191.08153,130.279572
Ken-IDX,5,G,10,2-QUINOLINECARBOXYLIC ACID,2-QUINOLINECARBOXYLIC ACID_M+2Na-H,signal there but fail,y,,C10H7NO2,173.0477,HMDB0000842,C06325,HILIC,M+2Na-H,C06325_HILIC_M+2Na-H,218.018864,81.576996
Ken-IDX,7,A,4,NONANOATE,NONANOATE_M+K,early elute,y,,C9H18O2,158.1307,HMDB0000847,C01601,HILIC,M+K,C01601_HILIC_M+K,197.09386,57.1630776
Ken-IDX,4,A,3,N-ACETYL-D-GALACTOSAMINE,N-ACETYL-D-GALACTOSAMINE_M+H-2H2O,signal there but fail,y,yes,C8H15NO6,221.0899,HMDB0000853,C05021,HILIC,M+H-2H2O,C05021_HILIC_M+H-2H2O,186.075498,152.172318
Ken-IDX,4,A,3,N-ACETYL-D-GALACTOSAMINE,N-ACETYL-D-GALACTOSAMINE_M+Na,pass,g,yes,C8H15NO6,221.0899,HMDB0000853,C05021,HILIC,M+Na,C05021_HILIC_M+Na,244.07912,162.39351
Ken-IDX,6,A,11,MONO-METHYL GLUTARATE,MONO-METHYL GLUTARATE_M+2Na-H,poor peak shape as expected,y,yes,C6H10O4,146.0579,HMDB0000858,NA,HILIC,M+2Na-H,NA_HILIC_M+2Na-H,191.029064,176.611992
Ken-IDX,3,F,10,HISTAMINE,HISTAMINE_M+H,pass,g,,C5H9N3,111.0796,HMDB0000870,C00388,HILIC,M+H,C00388_HILIC_M+H,112.086876,200.436258
Ken-IDX,4,F,3,TRIGONELLINE,TRIGONELLINE_M+Na,pass,g,,C7H7NO2,137.0477,HMDB0000875,C01004,HILIC,M+Na,C01004_HILIC_M+Na,160.03692,166.90275
Ken-IDX,5,A,10,XANTHURENIC ACID,XANTHURENIC ACID_M+2Na-H,poor peak shape,y,,C10H7NO4,205.0375,HMDB0000881,C02470,HILIC,M+2Na-H,C02470_HILIC_M+2Na-H,250.008664,116.352996
GUTMLS,2,E,10,Ribothymidine,Ribothymidine_M+2H,pass,g,,C10H14N2O6,258.0851862,HMDB0000884,NA,HILIC,M+2H,NA_HILIC_M+2H,130.049869,186.9
GUTMLS,2,E,10,Ribothymidine,Ribothymidine_M+2ACN+2H,pass but poor shape and broad,y,,C10H14N2O6,258.0851862,HMDB0000884,NA,HILIC,M+2ACN+2H,NA_HILIC_M+2ACN+2H,171.076416,190.2
